PRFG-NUMMER;TITEL;TERMIN;BEGINN_ZEIT;ENDE_ZEIT;ORT_CODE_01;ORT_VON_01;ORT_BIS_01;ORT_EREIG_01;ORT_CODE_02;ORT_VON_02;ORT_BIS_02;ORT_EREIG_02;ORT_CODE_03;ORT_VON_03;ORT_BIS_03;ORT_EREIG_03;ORT_CODE_04;ORT_VON_04;ORT_BIS_04;ORT_EREIG_04;ORT_CODE_05;ORT_VON_05;ORT_BIS_05;ORT_EREIG_05;ORT_CODE_06;ORT_VON_06;ORT_BIS_06;ORT_EREIG_06;ORT_CODE_07;ORT_VON_07;ORT_BIS_07;ORT_EREIG_07;ORT_CODE_08;ORT_VON_08;ORT_BIS_08;ORT_EREIG_08;ORT_CODE_09;ORT_VON_09;ORT_BIS_09;ORT_EREIG_09;ORT_CODE_10;ORT_VON_10;ORT_BIS_10;ORT_EREIG_10;ORT_CODE_11;ORT_VON_11;ORT_BIS_11;ORT_EREIG_11;ORT_CODE_12;ORT_VON_12;ORT_BIS_12;ORT_EREIG_12;ORT_CODE_13;ORT_VON_13;ORT_BIS_13;ORT_EREIG_13;ORT_CODE_14;ORT_VON_14;ORT_BIS_14;ORT_EREIG_14;ORT_CODE_15;ORT_VON_15;ORT_BIS_15;ORT_EREIG_15;ORT_CODE_16;ORT_VON_16;ORT_BIS_16;ORT_EREIG_16;ORT_CODE_17;ORT_VON_17;ORT_BIS_17;ORT_EREIG_17;ORT_CODE_18;ORT_VON_18;ORT_BIS_18;ORT_EREIG_18;ORT_CODE_19;ORT_VON_19;ORT_BIS_19;ORT_EREIG_19;ORT_CODE_20;ORT_VON_20;ORT_BIS_20;ORT_EREIG_20;ORT_CODE_21;ORT_VON_21;ORT_BIS_21;ORT_EREIG_21;ORT_CODE_22;ORT_VON_22;ORT_BIS_22;ORT_EREIG_22;ORT_CODE_23;ORT_VON_23;ORT_BIS_23;ORT_EREIG_23;ORT_CODE_24;ORT_VON_24;ORT_BIS_24;ORT_EREIG_24;ORT_CODE_25;ORT_VON_25;ORT_BIS_25;ORT_EREIG_25;ORT_CODE_26;ORT_VON_26;ORT_BIS_26;ORT_EREIG_26;ORT_CODE_27;ORT_VON_27;ORT_BIS_27;ORT_EREIG_27;ORT_CODE_28;ORT_VON_28;ORT_BIS_28;ORT_EREIG_28;ORT_CODE_29;ORT_VON_29;ORT_BIS_29;ORT_EREIG_29;ORT_CODE_30;ORT_VON_30;ORT_BIS_30;ORT_EREIG_30
SG110010;Sportwissenschaftliche Basiskompetenzen;7/29/2016;15:30;17:00;0101.01.080;15:00;15:30;Aufbau u. Vorbereitung;0101.01.080;15:30;17:00;Prüfungstermin;0101.01.080;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG110440;Principles of Management and Economics;7/29/2016;11:00;12:30;2940.EG.001M;10:30;11:00;Aufbau u. Vorbereitung;2940.EG.001M;11:00;12:30;Prüfungstermin;2940.EG.001M;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1908;Einführung in Werkstoffe und Fertigungstechnologien für Carbon Composites;7/29/2016;8:00;9:30;5503.EG.350;7:30;8:00;Aufbau u. Vorbereitung;5503.EG.350;8:00;9:30;Prüfungstermin;5503.EG.350;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9801;Mathematische Grundlagen;7/29/2016;16:00;17:30;5620.01.101;15:30;16:00;Aufbau u. Vorbereitung;5620.01.101;16:00;17:30;Prüfungstermin;5620.01.101;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG120214;Forschungsmethoden II;7/29/2016;11:00;12:30;0503.02.300;10:30;11:00;Aufbau u. Vorbereitung;0503.02.300;11:00;12:30;Prüfungstermin;0503.02.300;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1011;Technische Mechanik für EI;7/29/2016;8:00;9:30;0101.01.190;7:30;8:00;Aufbau u. Vorbereitung;0101.01.190;8:00;9:30;Prüfungstermin;0101.01.190;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9203;Mathematik für Physiker 3;7/29/2016;11:00;12:30;5620.01.101;10:30;11:00;Aufbau u. Vorbereitung;5620.01.101;11:00;12:30;Prüfungstermin;5620.01.101;12:30;13:00;Nachbereitung;5510.02.001;10:30;11:00;Aufbau u. Vorbereitung;5510.02.001;11:00;12:30;Prüfungstermin;5510.02.001;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2033;Informationsmanagement;7/29/2016;15:30;17:00;5510.EG.001;15:00;15:30;Aufbau u. Vorbereitung;5510.EG.001;15:30;17:00;Prüfungstermin;5510.EG.001;17:00;17:30;Nachbereitung;5602.EG.001;15:00;15:30;Aufbau u. Vorbereitung;5602.EG.001;15:30;17:00;Prüfungstermin;5602.EG.001;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ3104;Lebensmittelmikrobiologie und Recht;7/29/2016;10:30;12:30;4214.EG.020 ;10:00;10:30;Aufbau u. Vorbereitung;4214.EG.020 ;10:30;12:30;Prüfungstermin;4214.EG.020 ;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7002;Netzwerktheorie und Entwurf elektronischer Schaltungen;7/29/2016;10:30;12:30;0101.01.190;10:00;10:30;Aufbau u. Vorbereitung;0101.01.190;10:30;12:30;Prüfungstermin;0101.01.190;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7492;Abscheidungs- und Strukturierungsverfahren mit Plasmatechniken;7/29/2016;13:30;14:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7327;Elektrische Straßenfahrzeuge;7/29/2016;15:30;16:30;0509.EG.980;15:00;15:30;Aufbau u. Vorbereitung;0509.EG.980;15:30;16:30;Prüfungstermin;0509.EG.980;16:30;17:00;Nachbereitung;0101.01.190;15:00;15:30;Aufbau u. Vorbereitung;0101.01.190;15:30;16:30;Prüfungstermin;0101.01.190;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG502190;Berufskunde I;7/29/2016;10:30;12:30;0507.03.750;10:00;10:30;Aufbau u. Vorbereitung;0507.03.750;10:30;12:30;Prüfungstermin;0507.03.750;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0138;Motorthermodynamik und Brennverfahren;7/29/2016;11:00;12:30;5602.EG.001;10:30;11:00;Aufbau u. Vorbereitung;5602.EG.001;11:00;12:30;Prüfungstermin;5602.EG.001;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0053;Gießereitechnik und Rapid Prototyping;7/29/2016;13:30;15:00;5620.01.101;13:00;13:30;Aufbau u. Vorbereitung;5620.01.101;13:30;15:00;Prüfungstermin;5620.01.101;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI3198;Schaltungselektronik für TUM-BWL;7/29/2016;15:30;17:00;0502.01.200;15:00;15:30;Aufbau u. Vorbereitung;0502.01.200;15:30;17:00;Prüfungstermin;0502.01.200;17:00;17:30;Nachbereitung;0507.03.750;15:00;15:30;Aufbau u. Vorbereitung;0507.03.750;15:30;17:00;Prüfungstermin;0507.03.750;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA4408;Markov-Prozesse;7/29/2016;15:30;17:00;8102.EG.117;15:00;15:30;Aufbau u. Vorbereitung;8102.EG.117;15:30;17:00;Prüfungstermin;8102.EG.117;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0780;Chemie in Alltag und Technik;7/29/2016;13:30;15:00;5508.01.801;13:00;13:30;Aufbau u. Vorbereitung;5508.01.801;13:30;15:00;Prüfungstermin;5508.01.801;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0011;Allgemeine Biologie II: Zellbiologie;7/29/2016;10:30;12:00;4214.EG.030;10:00;10:30;Aufbau u. Vorbereitung;4214.EG.030;10:30;12:00;Prüfungstermin;4214.EG.030;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2120;Raumfahrtantriebe I;7/29/2016;11:00;12:30;5504.01.450;10:30;11:00;Aufbau u. Vorbereitung;5504.01.450;11:00;12:30;Prüfungstermin;5504.01.450;12:30;13:00;Nachbereitung;5503.01.350;10:30;11:00;Aufbau u. Vorbereitung;5503.01.350;11:00;12:30;Prüfungstermin;5503.01.350;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0309;Messsystem- und Sensortechnik;7/29/2016;11:00;13:00;0502.01.200;10:30;11:00;Aufbau u. Vorbereitung;0502.01.200;11:00;13:00;Prüfungstermin;0502.01.200;13:00;13:30;Nachbereitung;0509.EG.980;10:30;11:00;Aufbau u. Vorbereitung;0509.EG.980;11:00;13:00;Prüfungstermin;0509.EG.980;13:00;13:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG800001;Gesundheitssport;7/29/2016;13:30;15:00;2940.EG.001M;13:00;13:30;Aufbau u. Vorbereitung;2940.EG.001M;13:30;15:00;Prüfungstermin;2940.EG.001M;15:00;15:30;Nachbereitung;2941.EG.020R;13:00;13:30;Aufbau u. Vorbereitung;2941.EG.020R;13:30;15:00;Prüfungstermin;2941.EG.020R;15:00;15:30;Nachbereitung;2941.EG.022L;13:00;13:30;Aufbau u. Vorbereitung;2941.EG.022L;13:30;15:00;Prüfungstermin;2941.EG.022L;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0108;Anorganisch-chemisches Grundpraktikum II;7/29/2016;11:00;12:30;5510.EG.001;10:30;11:00;Aufbau u. Vorbereitung;5510.EG.001;11:00;12:30;Prüfungstermin;5510.EG.001;12:30;13:00;Nachbereitung;5401.01.101K;10:30;11:00;Aufbau u. Vorbereitung;5401.01.101K;11:00;12:30;Prüfungstermin;5401.01.101K;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ME510;Immunologie;7/29/2016;13:30;15:00;4214.EG.030;13:00;13:30;Aufbau u. Vorbereitung;4214.EG.030;13:30;15:00;Prüfungstermin;4214.EG.030;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2178;Security Engineering;7/29/2016;16:00;17:30;5510.02.001;15:30;16:00;Aufbau u. Vorbereitung;5510.02.001;16:00;17:30;Prüfungstermin;5510.02.001;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA2402;Statistik: Grundlagen;7/29/2016;8:00;9:00;5510.EG.001;7:30;8:00;Aufbau u. Vorbereitung;5510.EG.001;8:00;9:00;Prüfungstermin;5510.EG.001;9:00;9:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2086;Modellierung der Unsicherheit in den Ingenieurwissenschaften;7/29/2016;13:30;15:30;5620.01.102;13:00;13:30;Aufbau u. Vorbereitung;5620.01.102;13:30;15:30;Prüfungstermin;5620.01.102;15:30;16:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0136;Verbrennung;7/29/2016;10:30;12:00;5508.01.801;10:00;10:30;Aufbau u. Vorbereitung;5508.01.801;10:30;12:00;Prüfungstermin;5508.01.801;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2031;Einsatz und Realisierung von Datenbanksystemen;7/29/2016;8:00;10:00;5101.EG.501;7:30;8:00;Aufbau u. Vorbereitung;5101.EG.501;8:00;10:00;Prüfungstermin;5101.EG.501;10:00;10:30;Nachbereitung;5620.01.101;7:30;8:00;Aufbau u. Vorbereitung;5620.01.101;8:00;10:00;Prüfungstermin;5620.01.101;10:00;10:30;Nachbereitung;5101.EG.502;7:30;8:00;Aufbau u. Vorbereitung;5101.EG.502;8:00;10:00;Prüfungstermin;5101.EG.502;10:00;10:30;Nachbereitung;5602.EG.001;7:30;8:00;Aufbau u. Vorbereitung;5602.EG.001;8:00;10:00;Prüfungstermin;5602.EG.001;10:00;10:30;Nachbereitung;5401.01.101K;7:30;8:00;Aufbau u. Vorbereitung;5401.01.101K;8:00;10:00;Prüfungstermin;5401.01.101K;10:00;10:30;Nachbereitung;5402.01.221K;7:30;8:00;Aufbau u. Vorbereitung;5402.01.221K;8:00;10:00;Prüfungstermin;5402.01.221K;10:00;10:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP502700;Biomedizinische Grundlagen I;7/29/2016;8:00;9:30;2907.06.605;7:30;8:00;Aufbau u. Vorbereitung;2907.06.605;8:00;9:30;Prüfungstermin;2907.06.605;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000656;Organisation;7/29/2016;8:00;9:00;0502.01.200;7:30;8:00;Aufbau u. Vorbereitung;0502.01.200;8:00;9:00;Prüfungstermin;0502.01.200;9:00;9:30;Nachbereitung;0503.02.300;7:30;8:00;Aufbau u. Vorbereitung;0503.02.300;8:00;9:00;Prüfungstermin;0503.02.300;9:00;9:30;Nachbereitung;0101.01.189;7:30;8:00;Aufbau u. Vorbereitung;0101.01.189;8:00;9:00;Prüfungstermin;0101.01.189;9:00;9:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LV0374;Angewandte Technische Chemie (Makromolekulare Chemie);7/29/2016;8:00;9:30;5508.01.801;7:30;8:00;Aufbau u. Vorbereitung;5508.01.801;8:00;9:30;Prüfungstermin;5508.01.801;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5012;Hygienic Processing 2;7/29/2016;8:00;9:30;4214.EG.030;7:30;8:00;Aufbau u. Vorbereitung;4214.EG.030;8:00;9:30;Prüfungstermin;4214.EG.030;9:30;10:00;Nachbereitung;4214.EG.020 ;7:30;8:00;Aufbau u. Vorbereitung;4214.EG.020 ;8:00;9:30;Prüfungstermin;4214.EG.020 ;9:30;10:00;Nachbereitung;4214.EG.010;7:30;8:00;Aufbau u. Vorbereitung;4214.EG.010;8:00;9:30;Prüfungstermin;4214.EG.010;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN0011;Einführung in die Theoretische Informatik;7/30/2016;10:30;13:30;5510.EG.001;10:00;10:30;Aufbau u. Vorbereitung;5510.EG.001;10:30;13:30;Prüfungstermin;5510.EG.001;13:30;14:00;Nachbereitung;5508.01.801;10:00;10:30;Aufbau u. Vorbereitung;5508.01.801;10:30;13:30;Prüfungstermin;5508.01.801;13:30;14:00;Nachbereitung;5510.02.001;10:00;10:30;Aufbau u. Vorbereitung;5510.02.001;10:30;13:30;Prüfungstermin;5510.02.001;13:30;14:00;Nachbereitung;5602.EG.001;10:00;10:30;Aufbau u. Vorbereitung;5602.EG.001;10:30;13:30;Prüfungstermin;5602.EG.001;13:30;14:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7352;Multimedia Communcations;8/1/2016;16:00;17:30;0101.01.179;15:30;16:00;Aufbau u. Vorbereitung;0101.01.179;16:00;17:30;Prüfungstermin;0101.01.179;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7411;Channel Codes for Iterative Decoding;8/1/2016;11:00;12:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0628;Leistungselektronik - Grundlagen und Standardanwendungen;8/1/2016;15:30;17:00;0503.02.300;15:00;15:30;Aufbau u. Vorbereitung;0503.02.300;15:30;17:00;Prüfungstermin;0503.02.300;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0106;Biologie für Chemiker ;8/1/2016;13:30;15:00;5510.EG.001;13:00;13:30;Aufbau u. Vorbereitung;5510.EG.001;13:30;15:00;Prüfungstermin;5510.EG.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0628;Energie und Wirtschaft;8/1/2016;11:00;12:00;5508.01.801;10:30;11:00;Aufbau u. Vorbereitung;5508.01.801;11:00;12:00;Prüfungstermin;5508.01.801;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1913;Grundlagen der numerischen Strömungsmechanik;8/1/2016;8:00;9:30;5504.01.450;7:30;8:00;Aufbau u. Vorbereitung;5504.01.450;8:00;9:30;Prüfungstermin;5504.01.450;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN8014;Eingebettete vernetzte Systeme;8/1/2016;16:00;17:30;5620.01.101;15:30;16:00;Aufbau u. Vorbereitung;5620.01.101;16:00;17:30;Prüfungstermin;5620.01.101;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2131;Menschliche Zuverlässigkeit;8/1/2016;13:30;15:00;5510.02.001;13:00;13:30;Aufbau u. Vorbereitung;5510.02.001;13:30;15:00;Prüfungstermin;5510.02.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI001060;Produktion und Logistik;8/1/2016;16:00;18:00;0506.EG.602;15:30;16:00;Aufbau u. Vorbereitung;0506.EG.602;16:00;18:00;Prüfungstermin;0506.EG.602;18:00;18:30;Nachbereitung;0506.EG.606;15:30;16:00;Aufbau u. Vorbereitung;0506.EG.606;16:00;18:00;Prüfungstermin;0506.EG.606;18:00;18:30;Nachbereitung;0501.01.180;15:30;16:00;Aufbau u. Vorbereitung;0501.01.180;16:00;18:00;Prüfungstermin;0501.01.180;18:00;18:30;Nachbereitung;0502.01.200;15:30;16:00;Aufbau u. Vorbereitung;0502.01.200;16:00;18:00;Prüfungstermin;0502.01.200;18:00;18:30;Nachbereitung;0509.EG.980;15:30;16:00;Aufbau u. Vorbereitung;0509.EG.980;16:00;18:00;Prüfungstermin;0509.EG.980;18:00;18:30;Nachbereitung;0507.03.750;15:30;16:00;Aufbau u. Vorbereitung;0507.03.750;16:00;18:00;Prüfungstermin;0507.03.750;18:00;18:30;Nachbereitung;0101.01.070;15:30;16:00;Aufbau u. Vorbereitung;0101.01.070;16:00;18:00;Prüfungstermin;0101.01.070;18:00;18:30;Nachbereitung;0101.01.080;15:30;16:00;Aufbau u. Vorbereitung;0101.01.080;16:00;18:00;Prüfungstermin;0101.01.080;18:00;18:30;Nachbereitung;0101.01.189;15:30;16:00;Aufbau u. Vorbereitung;0101.01.189;16:00;18:00;Prüfungstermin;0101.01.189;18:00;18:30;Nachbereitung;;;;;;;;;;;;
WI000808;Management Science und Produktionsmanagement;8/1/2016;16:00;18:00;0101.01.190;15:30;16:00;Aufbau u. Vorbereitung;0101.01.190;16:00;18:00;Prüfungstermin;0101.01.190;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0964;Grundlagen der Thermal-Hydraulik in Nuklearsystemen;8/1/2016;15:30;17:00;5502.01.250;15:00;15:30;Aufbau u. Vorbereitung;5502.01.250;15:30;17:00;Prüfungstermin;5502.01.250;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1108;Technische Mechanik (TUM-BWL);8/1/2016;10:30;12:30;5510.EG.001;10:00;10:30;Aufbau u. Vorbereitung;5510.EG.001;10:30;12:30;Prüfungstermin;5510.EG.001;12:30;13:00;Nachbereitung;5510.02.001;10:00;10:30;Aufbau u. Vorbereitung;5510.02.001;10:30;12:30;Prüfungstermin;5510.02.001;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000799;Management Science und Produktionsmanagement;8/1/2016;16:00;18:00;0101.01.190;15:30;16:00;Aufbau u. Vorbereitung;0101.01.190;16:00;18:00;Prüfungstermin;0101.01.190;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2152;Modeling Control and Design of Wind Energy Systems;8/1/2016;13:30;15:00;5508.01.801;13:00;13:30;Aufbau u. Vorbereitung;5508.01.801;13:30;15:00;Prüfungstermin;5508.01.801;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
