LV_NUMMER;LV_TITEL;LV_SEMESTER;DATUM;ANZ_TEILNEHMER
AR30113;Projekt 2 - Prof. Deubzer;15W;09/02/2016;1
AR30119;Projekt 2 - Prof. Nagler;15S;24/07/2015;1
AR30121;Building Archaeology II;15S;28/07/2015;22
AR30123;Projekt Urban Landscape II - Prof. Michaeli;15S;15/07/2015;4
AR30125;Munich Plan;15S;16/07/2015;27
AR30125;Munich Plan;15W;04/02/2016;13
AR30126;Arbeitssicherheit I;15W;26/02/2016;10
AR30127;Mapping;15S;18/06/2015;5
AR30127;Mapping;15S;27/07/2015;2
AR30127;Mapping;15S;27/07/2015;1
AR30127;Mapping;15W;31/03/2016;2
AR30127;Mapping;15W;31/03/2016;3
AR30127;Mapping;15W;31/03/2016;17
AR30128;Gebäudelehre II;15S;28/07/2015;1
AR30128;Gebäudelehre II;15W;24/02/2016;1
AR30129;Munich Plan II;15S;16/07/2015;13
AR30129;Munich Plan II;15W;04/02/2016;3
AR30130;Bauen im Kontext II;15S;24/08/2015;23
AR30131;Digitale Darstellungsmethoden;15S;30/07/2015;24
AR30131;Digitale Darstellungsmethoden;15S;31/07/2015;2
AR30131;Digitale Darstellungsmethoden;15S;31/07/2015;12
AR30131;Digitale Darstellungsmethoden;15W;15/02/2016;18
AR30131;Digitale Darstellungsmethoden;15W;15/02/2016;3
AR30133;Neue Werkstoffe;15S;16/07/2015;2
AR30133;Neue Werkstoffe;15W;28/01/2016;87
AR30135;Denkmalrecht - Grundlagen, Systematik, Praxis;15S;24/07/2015;36
AR30136;Krankenhausbau II;15S;06/08/2015;5
AR30137;Analoge Gestaltungsmethoden;15S;08/07/2015;22
AR30137;Analoge Gestaltungsmethoden;15W;26/01/2016;2
AR30138;Digitale Entwurfsmethoden;15S;30/07/2015;22
AR30138;Digitale Entwurfsmethoden;15W;18/02/2016;10
AR30144;Projekt 3 - Prof. Krucker / Prof. Bates;15W;02/02/2016;1
AR30145;Projekt 3 - Prof. Deubzer;15S;28/07/2015;2
AR30145;Projekt 3 - Prof. Deubzer;15W;09/02/2016;1
AR30147;Projekt 3 - Prof. Kaufmann;15W;02/02/2016;1
AR30150;Projekt 3 - Prof. Nagler;15S;24/07/2015;3
AR30151;Projekt 3 - Prof. Wolf;15S;22/07/2015;1
AR30152;Projekt 3 - Prof. Wolfrum;15S;14/07/2015;2
AR30154;Raumakustik;15W;26/02/2016;72
AR30154;Raumakustik;15W;10/03/2016;2
AR30155;Bauen im Kontext I;15S;24/08/2015;5
AR30155;Bauen im Kontext I;15W;05/02/2016;1
AR30156;"Hüllkonstruktionen Sonderthemen ""tuning""";15S;31/07/2015;7
AR30156;"Hüllkonstruktionen Sonderthemen ""tuning""";15W;29/01/2016;8
AR30157;Lichtgestaltung;15W;22/02/2016;24
AR30159;Hochschulbau;15W;24/02/2016;28
AR30160;Historische Gebäude und Konstruktionen;15S;28/07/2015;1
AR30162;Projekt 2 - Prof. Petzold;15S;21/07/2015;4
AR30163;Projekt 3 - Prof. Petzold;15S;21/07/2015;1
AR30166;Sonderthemen des Holzbaus II;15S;23/07/2015;39
AR30166;Sonderthemen des Holzbaus II;15W;14/03/2016;29
AR30168;Öffentliches Baurecht;15W;25/02/2016;9
AR30169;Gebäudetypologien I;15S;31/07/2015;2
AR30176;Integrierte Disziplin - Lehrstuhl für Städtebau und Wohnungswesen;15S;14/07/2015;5
AR30176;Integrierte Disziplin - Lehrstuhl für Städtebau und Wohnungswesen;15W;02/02/2016;1
AR30176;Integrierte Disziplin - Lehrstuhl für Städtebau und Wohnungswesen;15W;11/02/2016;1
AR30178;Geschichte und Theorie des Städtebaus II;15S;20/07/2015;14
AR30180;Licht am Originalmotiv;15S;28/07/2015;14
AR30181;Architektur und  Referenz;15S;07/07/2015;1
AR30182;Architektur und Werkzeug;15S;20/06/2015;1
AR30182;Architektur und Werkzeug;15S;20/06/2015;5
AR30183;Ingenieursmäßige Untersuchung bei Baudenkmälern;15S;31/07/2015;7
AR30185;Projekt 2 - Prof. Barthel;15S;28/07/2015;1
AR30187-1;Ausarbeitung Erneuerbare Energien und Landschaftsästhetik ;15S;17/08/2015;20
AR30187-1;Ausarbeitung Erneuerbare Energien und Landschaftsästhetik ;15W;11/10/2015;1
AR30187-2;Praxis der Landschaftsarchitektur;15W;19/02/2016;27
AR30190;Projektwerkstatt kuratorische Praxis;15W;12/02/2016;23
AR30195;Structural Research;15W;16/02/2016;9
AR30198;Projekt 3 - Prof. Graff;15W;26/01/2016;2
AR30200;Sustainable Urbanism I;15W;23/02/2016;4
AR30200;Sustainable Urbanism I;15W;23/02/2016;27
AR30201;Sustainable Urbanism II;15S;28/07/2015;9
AR30201;Sustainable Urbanism II;15S;28/07/2015;12
AR30201;Sustainable Urbanism II;15S;28/07/2015;2
AR30202;Architekturmuseum;15S;06/08/2015;2
AR30202;Architekturmuseum;15S;06/08/2015;29
AR30202;Architekturmuseum;15W;08/02/2016;11
AR30204;Historische Bauforschung;15S;28/07/2015;14
AR30205;Architektur und Stadt;15W;15/02/2016;2
AR30206;The Art of Inhabitation;15W;10/02/2016;46
AR30206;The Art of Inhabitation;15W;10/02/2016;4
AR30207;Entwurfsstrategien;15W;10/03/2016;1
AR30209-01;Projekt 1 - Entwerfen und Gestalten;15W;26/01/2016;14
AR30209-02;Projektbegleitendes Seminar 1;15W;26/01/2016;14
AR30210-01;Methodische Entwicklung von Forschungsfragen - Prof. Graff;15S;27/07/2015;1
AR30210-01;Methodische Entwicklung von Forschungsfragen - Prof. Graff;15W;10/03/2016;1
AR30210-03;Methodische Entwicklung von Forschungsfragen - Prof. Deubzer ;15W;15/03/2016;12
AR30210-04;Methodische Entwicklung von Forschungsfragen  - Prof. Hild;15S;27/07/2015;10
AR30210-04;Methodische Entwicklung von Forschungsfragen  - Prof. Hild;15W;01/03/2016;18
AR30210-05;Methodische Entwicklung von Forschungsfragen - Prof. Petzold;15S;27/07/2015;1
AR30210-05;Methodische Entwicklung von Forschungsfragen - Prof. Petzold;15W;15/03/2016;1
AR30210-06;Methodische Entwicklung von Forschungsfragen - Prof. Nagler;15S;27/07/2015;1
AR30210-06;Methodische Entwicklung von Forschungsfragen - Prof. Nagler;15W;02/02/2016;12
AR30210-07;Methodische Entwicklung von Forschungsfragen - Prof. Schuller;15W;10/03/2016;1
AR30210-08;Methodische Entwicklung von Forschungsfragen - Prof. Erben;15W;21/03/2016;1
AR30210-12;Methodische Entwicklung von Forschungsfragen - Prof. Fink;15S;27/07/2015;3
AR30210-12;Methodische Entwicklung von Forschungsfragen - Prof. Fink;15W;15/03/2016;1
AR30210-15;Methodische Entwicklung von Forschungsfragen - Prof. Auer;15S;27/07/2015;1
AR30210-15;Methodische Entwicklung von Forschungsfragen - Prof. Auer;15W;11/03/2016;1
AR30210-17;Methodische Entwicklung von Forschungsfragen - Prof. Kaufmann;15W;15/03/2016;3
AR30210-18;Methodische Entwicklung von Forschungsfragen - Prof. Wolfrum;15W;09/03/2016;2
AR30210-19;Methodische Entwicklung von Forschungsfragen - Prof. Krucker & Prof. Bates;15W;15/03/2016;7
AR30210-20;Methodische Entwicklung von Forschungsfragen - Prof. Michaeli;15W;15/03/2016;2
AR30210-29;Methodische Entwicklung von Forschungsfragen - Prof. Lepik;15S;27/07/2015;1
AR30210-29;Methodische Entwicklung von Forschungsfragen - Prof. Lepik;15W;15/03/2016;1
AR30210-31;Methodische Entwicklung von Forschungsfragen - Prof. Trüby;15W;02/02/2016;1
AR30210-31;Methodische Entwicklung von Forschungsfragen - Prof. Trüby;15W;02/02/2016;1
AR30213;Der öffentliche Verkehr - Katalysator für die Stadtentwicklung;15S;03/08/2015;19
AR30213;Der öffentliche Verkehr - Katalysator für die Stadtentwicklung;15W;31/01/2016;10
AR30214;Projekt 2 - Prof. Auer;15S;27/07/2015;1
AR30215;Projekt 3 - Prof. Auer;15S;27/07/2015;1
AR30219;Projekt Urban Landscape II - Prof. Thierstein;15S;07/07/2015;8
AR30222 ;Spezialfragen Sustainable Urbanism;15S;27/07/2015;4
AR30222 ;Spezialfragen Sustainable Urbanism;15W;22/02/2016;3
AR30222 ;Spezialfragen Sustainable Urbanism;15W;22/02/2016;1
AR30223 ;Sustainable Urbanism Vertiefung;15S;15/09/2015;5
AR30223 ;Sustainable Urbanism Vertiefung;15W;22/02/2016;11
AR30223 ;Sustainable Urbanism Vertiefung;15W;22/02/2016;3
AR30224;Analyse, Visualisierung, Kommunikation II;15S;09/07/2015;11
AR30224;Analyse, Visualisierung, Kommunikation II;15W;11/12/2015;1
AR30226;Spezialthemen Computational Design II;15S;30/07/2015;1
AR30226;Spezialthemen Computational Design II;15S;30/07/2015;3
AR30228-01;Projekt 1 - Architekturinformatik;15W;26/01/2016;2
AR30228-02;Projektbegleitendes Seminar 1;15W;26/01/2016;2
AR30230-01;Projekt 1 - Entwerfen, Umbau und Denkmalpflege;15W;12/02/2016;1
AR30230-01;Projekt 1 - Entwerfen, Umbau und Denkmalpflege;15W;12/02/2016;6
AR30230-02;Projektbegleitendes Seminar 1;15W;12/02/2016;1
AR30230-02;Projektbegleitendes Seminar 1;15W;12/02/2016;6
AR30231-01;Projekt 1 - Entwerfen und Konstruieren;15W;02/02/2016;1
AR30231-02;Projektbegleitendes Seminar 1;15W;02/02/2016;1
AR30232-01;Projekt 1 - Raumkunst und Lichtgestaltung;15W;09/02/2016;23
AR30232-02;Projektbegleitendes Seminar 1;15S;28/07/2015;1
AR30232-02;Projektbegleitendes Seminar 1;15W;09/02/2016;22
AR30233-01;Projekt 1 - Architekturgeschichte und Kuratorische Praxis;15W;15/02/2016;8
AR30233-02;Projektbegleitendes Seminar 1;15W;15/02/2016;8
AR30236-01;Projekt 1 - Gebäudetechnologie und klimagerechtes Bauen;15W;27/01/2016;31
AR30236-02;Projektbegleitendes Seminar 1;15W;27/01/2016;31
AR30240-01;Projekt 1 -  Industrial Design;15W;03/02/2016;3
AR30240-02;Projektbegleitendes Seminar 1;15W;03/02/2016;3
AR30241-01;Projekt 1 - Städtische Architektur;15W;27/01/2016;21
AR30241-02;Projektbegleitendes Seminar 1;15W;27/01/2016;21
AR30243-01;Projekt 1 - Nachhaltige Entwicklung von Stadt und Land;15W;03/02/2016;15
AR30243-02;Projektbegleitendes Seminar 1;15W;03/02/2016;15
AR30244-01;Projekt 1 - Raumentwicklung;15W;26/01/2016;1
AR30244-02;Projektbegleitendes Seminar 1;15W;26/01/2016;1
AR30245-01;Projekt 1 - Städtebau und Regionalplanung;15W;26/02/2016;10
AR30245-02;Projektbegleitendes Seminar 1;15W;26/02/2016;10
AR30246-01;Projekt 1 - Städtebau und Wohnungswesen;15W;02/02/2016;27
AR30246-02;Projektbegleitendes Seminar 1;15W;02/02/2016;27
AR30247-01;Projekt 2 - Architekturinformatik;15S;21/07/2015;5
AR30247-01;Projekt 2 - Architekturinformatik;15W;26/01/2016;1
AR30247-02;Projektbegleitendes Seminar 2;15S;21/07/2015;4
AR30247-02;Projektbegleitendes Seminar 2;15W;26/02/2016;1
AR30248-01;Projekt 3 - Architekturinformatik;15W;26/01/2016;6
AR30248-02;Projektbegleitendes Seminar 3;15W;26/01/2016;6
AR30251-01;Projekt 2 - Entwerfen, Umbau und Denkmalpflege;15S;15/07/2015;30
AR30251-02;Projektbegleitendes Seminar 2;15S;15/07/2015;30
AR30252-01;Projekt 3 - Entwerfen, Umbau und Denkmalpflege;15W;12/02/2016;8
AR30252-02;Projektbegleitendes Seminar 3;15W;12/02/2016;8
AR30253-01;Projekt 2 - Entwerfen und Konstruieren;15S;24/07/2015;19
AR30253-01;Projekt 2 - Entwerfen und Konstruieren;15S;28/07/2015;5
AR30253-02;Projektbegleitendes Seminar 2;15S;24/07/2015;22
AR30253-02;Projektbegleitendes Seminar 2;15S;25/07/2015;1
AR30254-01;Projekt 3 - Entwerfen und Konstruieren;15S;25/07/2015;2
AR30254-01;Projekt 3 - Entwerfen und Konstruieren;15W;02/02/2016;4
AR30254-02;Projektbegleitendes Seminar 3;15S;24/07/2015;2
AR30254-02;Projektbegleitendes Seminar 3;15W;02/02/2016;4
AR30255-01;Projekt 2 - Raumkunst und Lichtgestaltung;15S;28/07/2015;20
AR30255-01;Projekt 2 - Raumkunst und Lichtgestaltung;15W;09/02/2016;3
AR30255-02;Projektbegleitendes Seminar 2;15S;28/07/2015;20
AR30255-02;Projektbegleitendes Seminar 2;15W;09/02/2016;3
AR30256-01;Projekt 3 - Raumkunst und Lichtgestaltung;15W;09/02/2016;12
AR30256-02;Projektbegleitendes Seminar 3;15W;09/02/2016;12
AR30258-01;Projekt 3 - Architekturgeschichte und Kuratorische Praxis;15W;15/02/2016;5
AR30258-02;Projektbegleitendes Seminar 3;15W;15/02/2016;5
AR30263-01;Projekt 3 - Theorie und Geschichte von Architektur, Kunst und Design;15W;26/02/2016;1
AR30263-02;Projektbegleitendes Seminar 3;15W;26/02/2016;1
AR30264-01;Projekt 2 - Gebäudetechnologie und klimagerechtes Bauen;15S;27/07/2015;13
AR30264-02;Projektbegleitendes Seminar 2;15S;27/07/2015;11
AR30265-01;Projekt 3 - Gebäudetechnologie und klimagerechtes Bauen;15S;27/07/2015;1
AR30265-01;Projekt 3 - Gebäudetechnologie und klimagerechtes Bauen;15W;27/01/2016;6
AR30265-02;Projektbegleitendes Seminar 3;15S;27/07/2015;1
AR30265-02;Projektbegleitendes Seminar 3;15W;27/01/2016;6
AR30266-01;Projekt 2 - Baukonstruktion und Baustoffkunde;15S;15/07/2015;10
AR30266-02;Projektbegleitendes Seminar 2;15S;15/07/2015;10
AR30268-01;Projekt 2 - Emerging Technologies;15S;15/07/2015;1
AR30268-02;Projektbegleitendes Seminar 2;15S;15/07/2015;1
AR30270-01;Projekt 2 -  Industrial Design;15S;15/07/2015;4
AR30270-01;Projekt 2 -  Industrial Design;15W;03/02/2016;1
AR30270-02;Projektbegleitendes Seminar 2;15S;15/07/2015;4
AR30270-02;Projektbegleitendes Seminar 2;15W;03/02/2016;1
AR30272-01;Projekt 2 - Städtische Architektur;15S;07/07/2015;5
AR30272-01;Projekt 2 - Städtische Architektur;15S;07/07/2015;12
AR30272-01;Projekt 2 - Städtische Architektur;15W;27/01/2016;1
AR30272-02;Projektbegleitendes Seminar 2;15S;07/07/2015;12
AR30272-02;Projektbegleitendes Seminar 2;15S;07/07/2015;5
AR30272-02;Projektbegleitendes Seminar 2;15W;27/01/2016;1
AR30273-01;Projekt 3 - Städtische Architektur;15W;27/01/2016;5
AR30273-02;Projektbegleitendes Seminar 3;15W;27/01/2016;5
AR30274-01;Projekt 2 - Tragwerksplanung;15S;28/07/2015;15
AR30274-02;Projektbegleitendes Seminar 2;15S;28/07/2015;15
AR30276-01;Projekt 2 - Nachhaltige Entwicklung von Stadt und Land;15S;15/07/2015;10
AR30276-02;Projektbegleitendes Seminar 2;15S;15/07/2015;9
AR30276-02;Projektbegleitendes Seminar 2;15S;15/07/2015;1
AR30278-01;Projekt 2 - Raumentwicklung;15S;07/07/2015;1
AR30278-02;Projektbegleitendes Seminar 2;15S;07/07/2015;1
AR30279-01;Projekt 3 - Raumentwicklung;15W;27/01/2016;1
AR30280-01;Projekt 2 - Städtebau und Regionalplanung;15S;14/07/2015;8
AR30280-01;Projekt 2 - Städtebau und Regionalplanung;15W;26/02/2016;1
AR30280-02;Projektbegleitendes Seminar 2;15S;14/07/2015;7
AR30280-02;Projektbegleitendes Seminar 2;15W;26/02/2016;1
AR30281-01;Projekt 3 - Städtebau und Regionalplanung;15W;26/02/2016;4
AR30281-02;Projektbegleitendes Seminar 3;15W;26/02/2016;4
AR30282-01;Projekt 2 - Städtebau und Wohnungswesen;15S;14/07/2015;12
AR30282-01;Projekt 2 - Städtebau und Wohnungswesen;15W;02/02/2016;1
AR30282-02;Projektbegleitendes Seminar 2;15S;14/07/2015;12
AR30282-02;Projektbegleitendes Seminar 2;15W;02/02/2016;1
AR30283-01;Projekt 3 - Städtebau und Wohnungswesen;15W;02/02/2016;15
AR30283-02;Projektbegleitendes Seminar 3;15W;02/02/2016;15
AR30284;Architektur- und Kulturtheorie;15S;14/07/2015;2
AR30285;Urbane Typologien + Transformationen;15W;15/02/2016;47
AR30286;Szenografie;15S;14/07/2015;11
AR30286;Szenografie;15S;15/09/2015;1
AR30286;Szenografie;15W;25/01/2016;27
AR30287;Digitale Fotografie - Fortgeschrittene;15S;29/05/2015;1
AR30287;Digitale Fotografie - Fortgeschrittene;15S;29/05/2015;15
AR30287;Digitale Fotografie - Fortgeschrittene;15S;29/05/2015;2
AR30287;Digitale Fotografie - Fortgeschrittene;15W;09/12/2015;4
AR30288-01;Projekt 1 - Entwerfen und Holzbau;15W;02/02/2016;22
AR30288-02;Projektbegleitendes Seminar 1;15W;02/02/2016;22
AR30290-01;Projekt 3 - Entwerfen und Holzbau;15W;02/02/2016;12
AR30290-02;Projektbegleitendes Seminar 3;15W;02/02/2016;12
AR30291-01;Projekt 1 - Energieeffizientes und nachhaltiges Planen und Bauen;15S;01/07/2015;1
AR30291-02;Projektbegleitendes Seminar 1;15S;01/07/2015;1
AR30292-01;Projekt 2 - Energieeffizientes und nachhaltiges Planen und Bauen;15S;01/07/2015;7
AR30292-02;Projektbegleitendes Seminar 2;15S;24/08/2015;7
AR30294;Klimagerechtes Bauen I;15S;04/08/2015;6
AR30294;Klimagerechtes Bauen I;15W;23/02/2016;137
AR30296-1;Projekt Urban Landscape II - Prof. Keller;15S;16/07/2015;4
AR30298;Critical Issues in Urban Development and Architecture;15S;09/07/2015;23
AR30299;Architektur in Extremumgebungen II - Industrie;15S;30/07/2015;32
AR30301-1;Projekt 3 - Entwerfen und Gestalten;15W;26/01/2016;4
AR30301-2;Projektbegleitendes Seminar 3;15W;26/01/2016;4
AR30302;Resilient Cities and Architecture;15S;27/07/2015;22
AR30303-1;Projekt 1 - Architektur- und Kulturtheorie;15S;14/07/2015;3
AR30303-1;Projekt 1 - Architektur- und Kulturtheorie;15W;02/02/2016;3
AR30303-1;Projekt 1 - Architektur- und Kulturtheorie;15W;02/02/2016;2
AR30303-1;Projekt 1 - Architektur- und Kulturtheorie;15W;02/02/2016;1
AR30303-2;Projektbegleitendes Seminar 1;15S;14/07/2015;3
AR30303-2;Projektbegleitendes Seminar 1;15W;02/02/2016;2
AR30303-2;Projektbegleitendes Seminar 1;15W;02/02/2016;2
AR30303-2;Projektbegleitendes Seminar 1;15W;02/02/2016;1
AR30303-2;Projektbegleitendes Seminar 1;15W;02/02/2016;1
AR30304-1;Projekt 2 - Architektur- und Kulturtheorie;15S;14/07/2015;2
AR30304-2;Projektbegleitendes Seminar 2;15S;14/07/2015;2
AR30305-1;Projekt 3 - Architektur- und Kulturtheorie;15W;02/02/2016;1
AR30305-2;Projektbegleitendes Seminar 3;15W;02/02/2016;1
AR30306-1;Projekt 1 - Entwerfen und Gebäudehülle;15W;02/02/2016;1
AR30306-1;Projekt 1 - Entwerfen und Gebäudehülle;15W;02/02/2016;8
AR30306-2;Projektbegleitendes Seminar 1;15W;02/02/2016;1
AR30306-2;Projektbegleitendes Seminar 1;15W;02/02/2016;8
AR30307-1;Projekt 2 - Entwerfen und Gebäudehülle;15S;22/07/2015;14
AR30307-2;Projektbegleitendes Seminar 2;15S;22/07/2015;2
AR30307-2;Projektbegleitendes Seminar 2;15S;22/07/2015;12
AR30308-1;Projekt 3 - Entwerfen und Gebäudehülle;15W;02/02/2016;2
AR30308-2;Projektbegleitendes Seminar 3;15W;02/02/2016;2
AR30309;Denkmalpflege heute;15S;28/07/2015;14
AR30309;Denkmalpflege heute;15W;25/02/2016;21
AR30310;Sketch Design;15S;20/07/2015;17
AR30310;Sketch Design;15W;20/01/2016;15
AR30312;Mapping Controversies in Science, Technology and Architecture;15S;24/09/2015;3
AR30313;Licht und Raum;15S;16/06/2015;17
AR30314;Master's Real Studio Building Phase I;15S;05/08/2015;1
AR30314;Master's Real Studio Building Phase I;15S;05/08/2015;10
AR30314;Master's Real Studio Building Phase I;15W;01/10/2015;3
AR30314;Master's Real Studio Building Phase I;15W;02/02/2016;1
AR30315;Master's Real Studio Building Phase II;15S;26/08/2015;22
AR30315;Master's Real Studio Building Phase II;15W;02/02/2016;1
AR30315;Master's Real Studio Building Phase II;15W;02/02/2016;1
Ar30316;Building Register I;15S;16/07/2015;4
AR30316;Building Register I;15S;01/09/2015;2
AR30316;Building Register I;15W;04/02/2016;4
AR30317;Ringvorlesung TUM.wood;15W;14/03/2016;99
AR30317;Ringvorlesung TUM.wood;15W;20/03/2016;5
AR30318;Solar Decathlon 2015 - Exkursion Irvine/CA - Competition;15S;30/09/2015;10
AR30319;Citizen Participation and Technical Democracy;15W;21/03/2016;2
AR30319;Citizen Participation and Technical Democracy;15W;21/03/2016;6
AR30320;Technoscience and the City: Advances in Urban Theory;15W;21/03/2016;4
AR30321;Social Studies of Design;15W;15/01/2016;7
AR30322;Übung zu Architektur- und Kulturtheorie (MA);15W;02/02/2016;9
AR30323;Architektur- und Kulturtheorie für Fortgeschrittene ;15W;01/02/2016;3
AR30323;Architektur- und Kulturtheorie für Fortgeschrittene ;15W;01/02/2016;11
AR30324;Architektur- und Kulturtheorie für Fortgeschrittene 2;15W;01/02/2016;1
AR30325;Architektur- und Kulturtheorie für Fortgeschrittene 3;15W;01/02/2016;1
AR30328;3D Envelopes;15W;01/02/2016;10
AR30329;Kleines Eins zu Eins Labor;15W;07/10/2015;17
AR30329;Kleines Eins zu Eins Labor;15W;02/02/2016;3
AR30331;Denkmalpflege heute II;15W;25/02/2016;1
AR30332;Theoriegrundlage des Entwurfs;15W;14/03/2016;7
AR40001;Synergetisches Entwerfen;15W;10/10/2015;20
AR40002;Mensch und Bauphysik;15W;07/11/2015;2
AR40002;Mensch und Bauphysik;15W;07/11/2015;18
AR40003;Projekt I - Passive Strategien;15W;16/01/2016;2
AR40003;Projekt I - Passive Strategien;15W;16/01/2016;18
AR40004;Gebäude und Technik;15W;27/02/2016;20
AR40005;Methoden und Werkzeuge I - Gebäude;15S;04/05/2015;13
AR40006;Methoden und Werkzeuge II - Stadt;15S;27/07/2015;1
AR40006;Methoden und Werkzeuge II - Stadt;15S;27/07/2015;12
AR40006;Methoden und Werkzeuge II - Stadt;15W;15/02/2016;1
AR40007;Exkursion I (national);15S;04/07/2015;13
AR40008;Projekt II;15S;01/08/2015;1
AR40008;Projekt II;15S;01/08/2015;12
AR40008;Projekt II;15W;14/03/2016;1
AR40009;Masterseminar;15W;21/10/2015;13
AR40010-1;Bauen International - Klausur;15W;21/11/2015;13
AR40010-2;Bauen International - Präsentation;15W;21/11/2015;13
AR40011;Exkursion II (international);15W;12/02/2016;13
AR40012;Projekt III;15W;19/03/2016;13
AR-42002-1;Master's Kolloquium;15S;06/05/2015;2
AR-42002-1;Master's Kolloquium;15S;17/06/2015;1
AR-42002-1;Master's Kolloquium;15S;13/07/2015;1
AR50101;ID 1 Grundlagen;15S;27/07/2015;27
AR50101;ID 1 Grundlagen;15W;15/02/2016;76
AR50102;Design- und Markentheorie;15S;17/07/2015;4
AR50104;Design / Ingenieurwesen;15S;13/07/2015;11
AR50104;Design / Ingenieurwesen;15S;29/09/2015;2
AR50105;Design / Philosophie;15W;18/01/2016;11
AR50106;Design Enterprise 1;15S;14/07/2015;1
AR50106;Design Enterprise 1;15S;14/07/2015;10
AR50107;Design Enterprise 2;15W;02/02/2016;1
AR50107;Design Enterprise 2;15W;02/02/2016;8
AR50108-2;Master's Kolloquium;15S;28/04/2015;5
AR50108-2;Master's Kolloquium;15S;18/05/2015;1
AR50108-2;Master's Kolloquium;15W;24/10/2015;8
AR50108-2;Master's Kolloquium;15W;19/11/2015;1
AR50108-2;Master's Kolloquium;15W;25/04/2016;3
AR50109;Design, Kommunikation & Gesellschaft;15W;03/02/2016;16
AR50110;Industrial Design;15S;27/07/2015;21
AR50110;Industrial Design;15W;15/02/2016;1
AR50110;Industrial Design;15W;15/02/2016;46
AR53105;Design Research 1;15S;16/07/2015;1
AR53105;Design Research 1;15S;16/07/2015;10
AR53105;Design Research 1;15W;04/02/2016;16
AR53110;Designmethoden und Prozesse;15W;12/02/2016;16
AR61001-1;Farbgebung;15W;17/02/2016;20
AR61002-1;Baukonstruktion I: Mauerwerksbau;15W;03/02/2016;7
AR61003-1;Baukonstruktion II: Holzbau;15S;15/07/2015;21
AR61006;Innenausbau und Raumgestaltung;15S;23/07/2015;8
AR61008;Bauphysik und Haustechnik (für Studierende Lehramt);15S;31/07/2015;9
AR61008;Bauphysik und Haustechnik (für Studierende Lehramt);15W;19/02/2016;9
AR61009;Projektarbeit Baukonstruktion (Entwurf und Bemessung);15S;15/07/2015;6
AR61009;Projektarbeit Baukonstruktion (Entwurf und Bemessung);15W;03/02/2016;5
AR61101;Baukonstruktion III: Beton-und Stahlbetonbau;15S;08/04/2015;1
AR61101;Baukonstruktion III: Beton-und Stahlbetonbau;15W;02/02/2016;11
AR-71018-2;Theorie und Methoden der Landschaftsarchitektur 2 (SS);15S;22/07/2015;1
AR71100-02;Darstellen und Gestalten II;15W;18/02/2016;1
AR71102-12;Projekt Landschaftsarchitektur I;15W;02/03/2016;35
AR71105-02;Methoden der Landschaftsarchitektur;15S;22/07/2015;232
AR71105-02;Methoden der Landschaftsarchitektur;15S;22/07/2015;5
AR71105-02;Methoden der Landschaftsarchitektur;15W;24/02/2016;18
AR71105-1;Praxis der Landschaftarchitektur;15W;29/02/2016;29
AR71106-1;Theorie und Methoden der Landschaftsarchitektur 2;15W;24/02/2016;11
AR71106-1;Theorie und Methoden der Landschaftsarchitektur 2;15W;30/03/2016;19
